,99098009,99098020,99098030,99098044,99098049,99098082,99098083,99098084,99098092,99098095,99098107,99098114,99098120,99098133,99098134,99098138,99098140,99098141,99098146,99098148,99098153,99098163,99098203,99098205,99098207,99098208,99098209,99098210,99098211,99098226,99098232,99098303,99098304,99099604,99099613,99099621,99099647,99099650,2
99098009,0.0,4552.4,2422.5,2390.7,1910.5,5018.1,5184.6,1978.2,6377.5,2386.6,5687.6,2386.6,2339.5,1351.5,1351.5,6183.9,5716.8,5716.8,5065.4,5505.3,5185.9,6262.3,5298.2,3147.8,8113.3,5568.6,6110.0,6548.0,1978.2,4960.5,1935.1,5121.9,5776.9,5716.8,927.0,5370.2,352.1,980.6,7534.5
99098020,4305.6,0.0,2620.8,2810.6,3256.8,1201.1,1367.5,2777.0,3532.6,3670.5,1779.6,3670.5,2267.7,3551.0,3551.0,2121.4,2962.0,2962.0,1926.5,1442.8,1593.6,2199.8,1235.7,4431.7,4974.5,1751.5,2047.5,3409.1,2777.0,1938.1,3604.9,1059.4,1714.4,2962.0,3817.9,1553.1,4582.1,4525.2,3468.8
99098030,2411.3,3566.9,0.0,189.8,635.9,4032.6,4199.1,1710.6,4792.0,3306.6,4057.3,3306.6,1693.7,1656.7,1656.7,4970.1,3600.2,3600.2,3850.3,4519.8,3970.7,5024.6,4312.7,4067.8,6898.2,3938.4,5124.5,5332.9,1710.6,2843.9,2855.0,4136.4,4791.4,3600.2,1923.6,3740.0,2687.8,2292.5,6319.4
99098044,2379.5,2663.9,189.8,0.0,604.1,3129.6,3296.0,1678.8,4488.9,3274.8,3799.1,3274.8,1661.9,1624.9,1624.9,4295.3,3790.0,3790.0,3176.8,3616.8,3297.3,4373.8,3409.6,4036.0,6224.8,3680.1,4221.5,4659.5,1678.8,3033.7,2823.2,3233.4,3888.3,3790.0,1891.8,3481.7,2656.0,2260.7,5646.0
99098049,1900.3,3407.1,636.8,605.0,0.0,3872.8,4039.2,1199.6,5092.2,2795.6,4542.2,2795.6,1560.9,1145.7,1145.7,5038.5,3900.4,3900.4,3690.4,4360.0,3810.9,5117.0,4152.8,3556.7,6738.4,4423.3,4964.6,5173.1,1199.6,3144.2,2344.0,3976.6,4631.5,3900.4,1412.6,4224.9,2176.8,2066.4,6159.6
99098082,4913.4,607.8,2930.4,3120.2,3566.4,0.0,827.4,3384.8,2020.3,4278.3,1330.4,4278.3,2875.5,4158.8,4158.8,2203.9,2427.7,2427.7,2534.3,1525.3,2201.5,2282.3,1318.2,5039.5,5582.3,1211.4,2130.0,4016.9,3384.8,1654.8,4212.7,836.5,1796.9,2427.7,4425.7,1013.0,5189.9,5133.0,3551.4
99098083,5396.3,1090.8,3369.8,3559.6,4005.7,1318.7,0.0,3867.8,2097.3,4761.3,1276.7,4761.3,3358.5,4641.8,4641.8,1480.4,3085.5,3085.5,3017.3,1160.2,2684.4,1711.4,771.3,5522.5,6065.3,1270.2,1764.9,4499.9,3867.8,2687.1,4695.7,517.7,1211.5,3085.5,4908.7,1670.7,5672.9,5616.0,2033.5
99098084,1704.6,2937.5,1770.5,1738.7,1258.6,3403.3,3569.7,0.0,4762.6,2599.9,4072.7,2599.9,724.6,950.1,950.1,4569.0,5141.7,5141.7,3450.5,3890.5,3571.0,4647.4,3683.3,3361.1,6498.5,3953.7,4495.1,4933.1,0.0,4117.8,2148.4,3507.0,4162.0,5141.7,1217.0,3755.3,1981.2,1924.3,5919.6
99098092,6125.9,1820.3,4099.3,4289.1,4735.3,1776.4,1942.9,4597.3,0.0,5490.8,1046.5,5490.8,4088.0,5371.3,5371.3,655.0,2972.2,2972.2,3477.5,1372.3,3242.1,650.9,1192.1,6131.0,4974.6,1039.9,707.1,3686.1,4597.3,2199.3,5425.2,1247.2,868.6,2972.2,5638.2,1424.9,6402.4,6345.5,429.0
99098095,2295.1,4036.1,3178.0,3146.2,2666.1,4501.8,4668.3,2355.8,6310.1,0.0,5171.3,0.0,2515.0,2357.6,2357.6,6066.8,6240.2,6240.2,3506.3,4989.0,3897.7,5886.9,4781.9,1221.8,6554.3,5052.3,5722.4,4989.0,2355.8,5216.4,907.1,4605.6,5260.6,6240.2,3171.2,4853.9,2033.3,3224.7,6246.3
99098107,5700.0,1394.5,3717.1,3906.9,4353.0,786.6,953.1,4171.5,1288.8,5065.0,0.0,5065.0,3662.2,4945.4,4945.4,1466.9,1982.4,1982.4,3321.0,2312.0,2988.1,1521.4,1219.4,5826.2,6368.9,831.9,1850.1,4803.6,4171.5,1209.5,4999.4,1219.3,1621.0,1982.4,5212.3,567.7,5976.6,5919.7,1843.5
99098114,2295.1,4036.1,3178.0,3146.2,2666.1,4501.8,4668.3,2355.8,6310.1,0.0,5171.3,0.0,2515.0,2357.6,2357.6,6066.8,6240.2,6240.2,3506.3,4989.0,3897.7,5886.9,4781.9,1221.8,6554.3,5052.3,5722.4,4989.0,2355.8,5216.4,907.1,4605.6,5260.6,6240.2,3171.2,4853.9,2033.3,3224.7,6246.3
99098120,2037.8,3031.1,1847.5,1815.7,1591.8,3496.9,3663.3,509.3,4856.2,1974.8,4166.3,1974.8,0.0,1283.3,1283.3,4662.6,5235.3,5235.3,3544.1,3984.1,3664.6,4741.0,3776.9,2735.9,6592.1,4047.4,4588.7,5026.8,509.3,4211.4,1909.2,3600.6,4255.6,5235.3,1550.2,3848.9,2314.4,2257.5,6013.3
99098133,754.6,3892.3,1762.3,1730.5,1250.4,4358.0,4524.4,1318.1,5717.3,3065.6,5027.4,3065.6,1679.4,0.0,0.0,5523.7,5709.3,5709.3,4405.2,4845.2,4525.7,5602.1,4638.0,3826.8,7453.2,4908.5,5449.8,5887.9,1318.1,4953.0,2614.0,4461.8,5116.7,5709.3,266.9,4710.1,1031.1,974.2,6874.4
99098134,754.6,3892.3,1762.3,1730.5,1250.4,4358.0,4524.4,1318.1,5717.3,3065.6,5027.4,3065.6,1679.4,0.0,0.0,5523.7,5709.3,5709.3,4405.2,4845.2,4525.7,5602.1,4638.0,3826.8,7453.2,4908.5,5449.8,5887.9,1318.1,4953.0,2614.0,4461.8,5116.7,5709.3,266.9,4710.1,1031.1,974.2,6874.4
99098138,5644.6,1339.1,3618.1,3807.9,4254.0,1474.6,1641.1,4116.1,915.5,5009.6,744.7,5009.6,3606.8,4890.1,4890.1,0.0,2670.4,2670.4,2435.9,923.4,2200.5,335.0,710.9,5770.8,5125.8,738.1,858.3,3837.3,4116.1,1897.4,4944.0,766.0,387.4,2670.4,5157.0,1255.7,5921.2,5864.3,851.7
99098140,5026.2,3262.5,3125.3,3315.1,3511.5,2654.7,2821.1,5163.8,2817.0,6431.9,2818.9,6431.9,4654.5,4782.0,4782.0,2995.1,0.0,0.0,5189.0,4180.0,4856.1,3049.6,3087.5,7193.1,9540.1,2700.0,3378.3,8251.7,5163.8,1362.6,5980.3,3087.3,3149.2,0.0,5113.8,1937.2,5302.8,4881.1,3371.7
99098141,5026.2,3262.5,3125.3,3315.1,3511.5,2654.7,2821.1,5163.8,2817.0,6431.9,2818.9,6431.9,4654.5,4782.0,4782.0,2995.1,0.0,0.0,5189.0,4180.0,4856.1,3049.6,3087.5,7193.1,9540.1,2700.0,3378.3,8251.7,5163.8,1362.6,5980.3,3087.3,3149.2,0.0,5113.8,1937.2,5302.8,4881.1,3371.7
99098146,5210.8,2452.8,4040.6,4230.4,3755.1,2583.3,2749.8,3682.2,2803.8,3892.9,2468.1,3892.9,3172.9,4456.2,4456.2,2560.5,4381.7,4381.7,0.0,1597.8,391.4,2380.6,1924.2,3457.4,3787.9,2461.6,2216.1,2398.7,3682.2,3357.8,4510.2,2567.5,2008.6,4381.7,4723.1,2935.4,5487.3,5430.4,2740.0
99098148,5546.3,1633.3,3912.3,4102.1,4548.2,1863.6,2030.1,4017.7,2059.4,4911.3,1133.6,4911.3,3508.5,4791.7,4791.7,907.9,3059.4,3059.4,1891.8,0.0,1656.4,1005.1,642.2,4545.3,4790.9,1127.1,852.8,3502.4,4017.7,2286.4,4845.7,1154.9,776.4,3059.4,5058.6,1644.6,5822.9,5766.0,1995.7
99098153,6092.6,2179.6,4458.6,4648.4,4036.3,2751.1,2917.5,4564.0,2530.6,4079.8,2194.9,4079.8,4054.7,5338.0,5338.0,2287.3,4799.7,4799.7,990.9,1324.6,0.0,2107.4,1651.0,3644.3,3514.7,2188.4,1942.9,2226.3,4564.0,3775.8,5392.0,2294.3,1735.4,4799.7,5604.9,3103.1,6369.1,6312.3,2466.8
