,99098003,99098004,99098005,99098006,99098024,99098027,99098034,99098043,99098045,99098052,99098056,99098081,99098108,99098109,99098121,99098123,99098125,99098126,99098127,99098128,99098160,99098164,99098200,99098201,99098202,99098204,99098220,99099602,99099610,99099622,99099624,99099626,99099627,99099639,99099645,3
99098202,9894.1,9894.1,8024.8,13511.5,2348.0,8372.1,19825.0,9600.7,19571.3,17967.6,13101.4,11388.9,4984.1,4469.1,5160.6,6724.5,9059.7,1267.4,6373.8,18889.1,4822.9,7252.3,1645.7,1645.7,0.0,1645.7,9059.7,10387.7,35551.2,0.0,7252.3,4984.1,8125.5,3813.4,4746.1,9894.1
99098204,8302.6,8302.6,6433.3,11919.9,2042.4,10299.1,18233.5,8009.2,17979.8,16376.1,15028.3,13315.9,6911.0,6396.1,3569.1,5133.0,7468.1,3217.2,5364.9,17297.6,6749.8,5660.8,0.0,0.0,3259.6,0.0,7468.1,8796.2,33959.7,3259.6,5660.8,6911.0,10052.5,4317.3,3154.5,8302.6
99098220,4070.5,4070.5,4862.6,10349.2,8802.7,15322.5,16662.8,3777.1,16409.1,14805.4,17954.8,16351.1,11934.5,11419.5,4017.9,3233.5,0.0,8240.6,2980.6,13065.4,11773.3,2339.3,6973.2,6973.2,8377.0,6973.2,0.0,4564.0,32389.0,8377.0,2339.3,11934.5,15075.9,7426.3,4438.6,4070.5
99099602,1363.0,1363.0,9094.4,14581.0,9751.7,13664.8,20894.5,1375.8,20640.8,19037.1,20983.2,20541.9,14137.1,13622.1,6203.7,4735.9,5038.5,10443.2,4575.9,8594.8,13975.8,4015.9,9175.8,9175.8,10579.6,9175.8,5038.5,0.0,36620.7,10579.6,4015.9,14137.1,17278.5,9282.6,6624.4,1363.0
99099610,37469.0,37469.0,34366.5,31735.6,34243.9,38924.9,26596.2,37175.6,26342.5,29615.7,29908.8,26424.9,35536.9,35021.9,32199.5,34299.3,34867.5,33087.1,35466.7,45264.7,35375.6,34827.1,34474.1,34474.1,33001.8,34474.1,34867.5,37962.5,0.0,33001.8,34827.1,35536.9,38678.3,34866.4,32620.2,37469.0
99099622,9894.1,9894.1,8024.8,13511.5,2348.0,8372.1,19825.0,9600.7,19571.3,17967.6,13101.4,11388.9,4984.1,4469.1,5160.6,6724.5,9059.7,1267.4,6373.8,18889.1,4822.9,7252.3,1645.7,1645.7,0.0,1645.7,9059.7,10387.7,35551.2,0.0,7252.3,4984.1,8125.5,3813.4,4746.1,9894.1
99099624,2641.9,2641.9,5890.9,11377.5,7399.3,11312.4,17691.0,2348.5,17437.3,15833.7,17779.7,17338.4,10933.6,10418.6,3000.2,1532.4,2630.1,7239.8,1372.5,11636.8,10772.4,0.0,5972.3,5972.3,7376.1,5972.3,2630.1,3135.4,33417.3,7376.1,0.0,10933.6,14075.1,6079.1,3420.9,2641.9
99099626,14277.9,14277.9,12408.6,17895.2,7587.1,3388.0,24208.7,13984.5,23955.0,22351.4,13511.4,11798.9,0.0,2779.1,9544.3,11108.2,13443.4,4642.5,11340.1,23272.8,2306.5,11636.0,6029.5,6029.5,4935.4,6029.5,13443.4,14771.4,39498.5,4935.4,11636.0,0.0,3141.4,8667.7,9129.8,14277.9
99099627,16288.7,16288.7,14419.4,19906.0,9597.9,1133.4,26219.5,15995.3,25965.9,24362.2,15522.2,13809.8,3865.5,3411.7,11555.1,13119.0,15454.2,6653.3,10834.8,25283.6,2939.0,13646.8,8040.3,8040.3,6946.3,8040.3,15454.2,16782.3,41509.3,6946.3,13646.8,3865.5,0.0,10678.5,11140.6,16288.7
99099639,8289.2,8289.2,6446.3,10427.4,3175.7,12382.6,18246.5,7995.8,17992.8,13782.2,14596.7,12993.0,8994.5,8479.5,3019.7,5119.6,7191.9,5300.7,6287.0,17284.2,8833.3,5647.3,4570.9,4570.9,4186.7,4570.9,7191.9,8782.8,33972.7,4186.7,5647.3,8994.5,12136.0,0.0,3440.4,8289.2
99099645,5808.4,5808.4,3965.5,9452.1,3736.5,11764.1,15765.7,5515.0,15512.0,13908.3,15280.1,13676.4,8376.1,7861.1,500.6,2638.7,4973.9,4682.2,3806.2,14803.3,8214.8,3166.5,3414.8,3414.8,4818.6,3414.8,4973.9,6302.0,31491.9,4818.6,3166.5,8376.1,11517.5,3579.5,0.0,5808.4
3,0.0,0.0,8356.0,13842.6,9013.4,12926.5,20156.2,581.0,19902.5,18298.8,20244.9,19803.6,13398.8,12883.8,5465.3,3997.5,4300.1,9704.9,3837.6,9012.0,13237.5,3277.5,8437.5,8437.5,9841.2,8437.5,4300.1,510.6,35882.4,9841.2,3277.5,13398.8,16540.2,8544.3,5886.0,0.0
